Frequency,RSSI,SNR,Channel,BSS,NF,Ch_load,Interference
5180,-83.0,24.0,36,62,-107,86.66666666666667,223.8888888888889
5180,-84.0,23.0,36,62,-107,86.66666666666667,233.62318840579712
5180,-39.0,68.0,36,62,-107,86.66666666666667,79.01960784313727
5180,-32.0,75.0,36,62,-107,86.66666666666667,71.64444444444445
5180,-39.0,68.0,36,62,-107,86.66666666666667,79.01960784313727
5180,-80.0,27.0,36,62,-107,86.66666666666667,199.01234567901236
5180,-78.0,29.0,36,62,-107,86.66666666666667,185.2873563218391
5180,-83.0,24.0,36,62,-107,86.66666666666667,223.8888888888889
5180,-85.0,22.0,36,62,-107,86.66666666666667,244.24242424242428
5180,-85.0,22.0,36,62,-107,86.66666666666667,244.24242424242428
5180,-31.0,76.0,36,62,-107,86.66666666666667,70.70175438596492
5180,-32.0,75.0,36,62,-107,86.66666666666667,71.64444444444445
5180,-82.0,25.0,36,62,-107,86.66666666666667,214.93333333333337
5180,-32.0,75.0,36,62,-107,86.66666666666667,71.64444444444445
5180,-32.0,75.0,36,62,-107,86.66666666666667,71.64444444444445
5180,-31.0,76.0,36,62,-107,86.66666666666667,70.70175438596492
5180,-34.0,73.0,36,62,-107,86.66666666666667,73.60730593607306
5180,-34.0,73.0,36,62,-107,86.66666666666667,73.60730593607306
5180,-31.0,76.0,36,62,-107,86.66666666666667,70.70175438596492
5180,-31.0,76.0,36,62,-107,86.66666666666667,70.70175438596492
5180,-69.0,38.0,36,62,-107,86.66666666666667,141.40350877192984
5180,-78.0,29.0,36,62,-107,86.66666666666667,185.2873563218391
5180,-80.0,27.0,36,62,-107,86.66666666666667,199.01234567901236
5180,-63.0,44.0,36,62,-107,86.66666666666667,122.12121212121214
5180,-65.0,42.0,36,62,-107,86.66666666666667,127.93650793650795
5180,-70.0,37.0,36,62,-107,86.66666666666667,145.22522522522524
5180,-67.0,40.0,36,62,-107,86.66666666666667,134.33333333333334
5180,-69.0,38.0,36,62,-107,86.66666666666667,141.40350877192984
5180,-67.0,40.0,36,62,-107,86.66666666666667,134.33333333333334
5180,-69.0,38.0,36,62,-107,86.66666666666667,141.40350877192984
5180,-32.0,75.0,36,62,-107,86.66666666666667,71.64444444444445
5180,-71.0,36.0,36,62,-107,86.66666666666667,149.25925925925927
5180,-82.0,25.0,36,62,-107,86.66666666666667,214.93333333333337
5180,-87.0,20.0,36,62,-107,86.66666666666667,268.6666666666667
5180,-89.0,18.0,36,62,-107,86.66666666666667,298.51851851851853
2437,-48.0,36.0,6,6,-84,77.14285714285715,12.857142857142858
2437,-20.0,64.0,6,6,-84,77.14285714285715,7.232142857142858
2437,-21.0,63.0,6,6,-84,77.14285714285715,7.346938775510204
2437,-48.0,36.0,6,6,-84,77.14285714285715,12.857142857142858
2437,-50.0,34.0,6,6,-84,77.14285714285715,13.613445378151262
2437,-70.0,14.0,6,6,-84,77.14285714285715,33.06122448979592
2447,-52.0,34.0,8,1,-86,59.04761904761905,1.7366946778711485
2462,-19.0,62.0,,11,-81,80.0,14.193548387096774
2462,-59.0,22.0,11,11,-81,80.0,40.0
2462,-26.0,55.0,11,11,-81,80.0,16.0
2462,-49.0,32.0,11,11,-81,80.0,27.5
2462,-59.0,22.0,11,11,-81,80.0,40.0
2462,-25.0,56.0,11,11,-81,80.0,15.714285714285714
2462,-59.0,22.0,11,11,-81,80.0,40.0
2462,-59.0,22.0,11,11,-81,80.0,40.0
2462,-59.0,22.0,11,11,-81,80.0,40.0
2462,-59.0,22.0,11,11,-81,80.0,40.0
2462,-52.0,29.0,11,11,-81,80.0,30.344827586206897
2427,-64.0,22.0,4,2,-86,80.95238095238095,7.359307359307359
2427,-60.0,26.0,4,2,-86,80.95238095238095,6.227106227106227
2432,-56.0,31.0,5,1,-87,41.904761904761905,1.3517665130568357
2452,-66.0,20.0,9,1,-86,38.095238095238095,1.9047619047619047
